111111, 848
111211, 849
111212, 
111311, 866
111312, 869
111399, 
121111, 
121211, 
121212, 
121213, 
121214, 
121215, 
121216, 
121217, 
121218, 
121221, 
121299, 
121311, 
121312, 
121313, 
121314, 
121315, 
121316, 
121317, 
121318, 
121321, 
121322, 
121399, 
121411, 
131112, 995
131113, 998
131114, 1002
132111, 1003
132211, 1004
132311, 1011 
132411, 1012
132511, 
133111, 1014
133112, 1047
133211, 1054
133311, 1055
133312, 1056
133411, 1057
133511, 
133512, 1059
133513, 1060
133611, 1061
133612, 
134111, 1063
134211, 1064
134212, 1065
134213, 1067
134214, 1068
134299, 
134311, 1070
134411, 1071
134412, 1072
134499, 
135111, 1074
135112, 
135199, 
139111, 1077
139112, 1078
139113, 1079
139211, 1080
139911, 1081
139912, 1082
139913, 1083
139914, 1084
139915, 1085
141111, 
141211, 1088
141311, 1089
141411, 1090
141911, 1091
141912, 1092
141999, 1093
142111, 1094
142112, 1095
142113, 1096
142114, 1097
142115, 1098
142116, 1099
149111, 1100 
149112, 1101
149113, 1102
149211, 1103
149212, 1105
149311, 1106
149411, 1107
149412, 1108
149413, 1109
149911, 1110
149912, 1111
149913, 1112
149914, 1114
149915, 
211111, 912
211112, 914
211113, 850
211199, 
211211, 852
211212, 853
211213, 854
211214, 855
211299, 
211311, 857
211411, 858
211412, 859
211413, 860
211499, 862
212111, 863
212112, 864
212113, 865
212114, 867
212211, 
212212, 870
212311, 971
212312, 872
212313, 874
212314, 876
212315, 877
212316, 879
212317, 880
212318, 
212399, 
212411, 885
212412, 887
212413, 888
212414, 890
212415, 892
212416, 893
212499, 894
221111, 895
221112, 896
221113, 897
221211, 898
221212, 899
221213, 900
221214, 901
222111, 902
222112, 904
222113, 905
222199, 906
222211, 907
222212, 908
222213, 909
222299, 910
222311, 911
222312, 915
223111, 916
223112, 917
223113, 918
223211, 919
223311, 920
224111, 921
224112, 922
224113, 923
224211, 924
224212, 925
224213, 927
224214, 928
224311, 930
224411, 931
224412, 932
224511, 934
224512, 935
224611, 936
224711, 937
224712, 938
224911, 940
224912, 941
224913, 949
224914, 950
224999, 
225111, 953
225112, 954
225113, 956
225211, 957
225212, 958
225213, 960
225311, 961
225411, 962
225412, 963
225499, 
231111, 966
231112, 967
231113, 968
231114, 969
231199, 970
231211, 971
231212, 972
231213, 973
231214, 974
231215, 975
231299, 976
232111, 977
232112, 978
232212, 979
232213, 980
232214, 981
232311, 
232312, 
232313, 984
232411, 985
232412, 986
232413, 987
232414, 989
232511, 990
232611, 992
233111, 993
233112, 994
233211, 996
233212, 997
233213, 999
233214, 1000
233215, 1001
233311, 1005
233411, 1006
233511, 1007
233512, 1008
233513, 1009
233611, 
233612, 
233911, 1016
233912, 1017
233913, 1018
233914, 1019
233915, 1020
233916, 1021
233999, 
234111, 1023
234112, 1024
234113, 1025
234211, 1026
234212, 1027
234213, 1028
234311, 1029
234312, 1030
234313, 1031
234314, 1032
234399, 
234411, 1034
234412, 1035
234511, 1036
234512, 1037
234513, 1038
234514, 1039
234515, 1040
234516, 1041
234517, 1042
234518, 1043
234599, 1044
234611, 1045
234711, 1046
234911, 1048
234912, 1049
234913, 1050
234914, 1051
234999, 1052
241111, 1587
241112, 
241211, 
241212, 
241213, 1592
241311, 
241411, 1594
241511, 1595
241512, 1596
241513, 1598
241599, 
242111, 1601
242112, 1602
242211, 1603
249111, 1604
249112, 1605
249211, 1606
249212, 1607
249213, 1608
249214, 1609
249299, 1610
249311, 1611
251111, 1471
251112, 
251211, 1469
251212, 1468
251213, 1467
251214, 1466

251311, 1465
251312, 1464
251411, 1463
251412, 1462
251511, 1461
251512, 1460
251513, 1459
251911, 
251912, 1457
251999, 
252111, 1455
252112, 1454
252211, 1453
252212, 
252213, 1451
252214, 
252215, 
252299, 
252311, 1447
252312, 1446
252411, 1445
252511, 
252611, 1443
252711, 1437 
252712, 1436
253111, 1435
253112, 
253211, 1432
253311, 1431
253312, 1430
253313, 1429
253314, 1428
253315, 1427
253316, 1426
253317, 1425
253318, 1424
253321, 1423
253322, 1422
253323, 1421
253324, 1420
253399, 1419
253411, 1418
253511, 1416
253512, 1415
253513, 1414
253514, 1413
253515, 1411
253516, 1410
253517, 1408
253518, 1405
253521, 1402
253911, 1400
253912, 1397
253913, 1395
253914, 1393
253915, 1391
253917, 1388
253918, 1386
253999, 1382
254111, 1379
254211, 1375
254212, 1371
254311, 1367
254411, 1364
254412, 1360
254413, 1357
254414, 1354
254415, 1308
254416, 
254417, 1306
254418, 1304
254421, 1302
254422, 1300
254423, 1299
254424, 1298
254425, 
254499, 1296
261111, 1268
261112, 1269
261211, 
261212, 1271
261311, 1272
261312, 1273
261313, 1274
261314, 1275
261399, 1276
262111, 1277
262112, 1278
262113, 1279
263111, 1280
263112, 1281
263113, 1282
263211, 
263212, 
263213, 
263299, 
263311, 1287
263312, 
271111, 1115
271211, 
271212, 
271213, 
271214, 
271299, 1120
271311, 1121
272111, 1122
272112, 1123
272113, 1124
272114, 1125
272115, 1126
272199, 1127
272211, 1128
272311, 1129
272312, 1130
272313, 1131
272314, 1132
272399, 1133
272411, 1134
272412, 1135
272413, 1136
272414, 1137
272499, 1138
272511, 1139
272611, 
272612, 1141
272613, 1142
311111, 1152
311211, 
311212, 
311213, 1155
311214, 
311215, 
311216, 
311299, 
311311, 1160
311312, 1161
311313, 1162
311399, 1163
311411, 1164
311412, 1165
311413, 1166
311414, 
311415, 
311499, 
312111, 1170
312112, 1171
312113, 1172
312114, 1173
312115, 1174
312116, 1175
312199, 
312211, 
312212, 
312311, 1179
312312, 1180
312411, 1181
312412, 1182
312511, 1183
312512, 1184
312611, 1187
312911, 1188
312912, 1189
312913, 1190
312999, 1191
313111, 1192
313112, 1193
313113, 1194
313199, 1195
313211, 1196
313212, 1197
313213, 1198
313214, 1199
321111, 1200
321211, 1201
321212, 1202
321213, 1203
321214, 1204
322111, 1205
322112, 1206
322113, 1207
322114, 1208
322115, 1211
322211, 1212
322311, 1213
322312, 1214
322313, 1215
323111, 1216
323112, 1217
323113, 1218
323211, 1219
323212, 1220
323213, 1221
323214, 1222
323215, 1223
323299, 1224
323311, 1225
323312, 1226
323313, 1227
323314, 1228
323315, 1229
323316, 1230
323411, 1231
323412, 1232
324111, 1233
324211, 1234
324212, 1235
324311, 1236
331111, 1237
331112, 1238
331211, 1239
331212, 1240
331213, 1241
332111, 1242
332211, 1243
333111, 1244
333211, 1245
333212, 1246
333311, 1247
333411, 1248
334111, 1249
334112, 1250
334113, 1251
334114, 1252
334115, 1253
341111, 1301
341112, 1303
341113, 1305
342111, 1309
342211, 1311
342212, 1312
342311, 1313
342312, 1314
342313, 1315
342314, 1316
342315, 1317
342411, 
342412, 
342413, 1320
342414, 1321
351111, 1322
351112, 1323
351211, 1324
351311, 1325
351411, 1326
361111, 1327
361112, 1328
361113, 
361114, 
361115, 
361199, 
361211, 
361311, 
362111, 1335
362211, 1336
362212, 1337
362213, 1338
362311, 1339
362411, 1340
391111, 
392111, 1342
392112, 1343
392211, 1344
392311, 1345
392312, 
393111, 1347
393112, 1348
393113, 1349
393114, 1350
393211, 1351
393212, 1352
393213, 1353
393299, 
393311, 1356
394111, 1358
394211, 1359
394212, 1361
394213, 1362
394214, 1363
394299, 1365
399111, 1366
399112, 1368
399211, 1369
399212, 1370
399213, 1372
399311, 1373
399312, 1374
399411, 1377
399511, 1378
399512, 1380
399513, 1381
399514, 1383
399515, 1384
399516, 1385
399517, 1387
399599, 
399611, 1390
399911, 1392
399912, 1394
399913, 1396 
399914, 1398
399915, 
399916, 
399917, 
399918, 
399999, 1409
411111, 1294
411112, 1295
411211, 1404
411212, 1406
411213, 1412
411214, 1417
411311, 
411411, 
411412, 
411511, 1475
411512, 
411611, 1477
411711, 1478
411712, 1479
411713, 1480
411714, 1481
411715, 1482
411716, 1483
431411, 
441111, 
441211, 
441212, 
441311, 
441312, 
442111, 
442216, 
451211, 
451311, 
451399, 
451711, 
451799, 
451815, 
452311, 
452312, 1506
452313, 1507
452314, 1510
452315, 1511
452316, 1513
452317, 1515
452318, 1518
452321, 
452322, 
452323, 
452411, 
452412, 
452413, 1528
452414, 
452499, 
511111, 
511112, 1495
512111, 1497
512211, 
512299, 
521111, 
521211, 
521212, 
541111, 
599111, 
599112, 
599211, 
599212, 
599213, 
599214, 
599215, 
599611, 
599612, 
599613, 
599915, 
611111, 
611112, 
611211, 
612111, 
612112, 1539
612113, 1540
612114, 1541
612115, 
639211, 
639212, 
712211, 1545